PointID,DirectionID,IntersectionX,IntersectionY,IntersectionZ,Parameter
14,255,528.98,248.19,5.30,172.21
14,275,587.86,268.74,4.53,141.26
14,285,605.10,312.14,3.48,99.36
14,295,637.89,272.51,4.66,146.32
14,305,611.97,368.20,2.21,48.24
14,315,615.12,377.47,2.06,42.43
14,325,623.50,380.05,2.16,46.55
14,335,634.05,383.30,2.33,53.35
14,345,656.67,384.92,2.83,73.25
14,355,677.44,394.17,3.27,90.99
15,1,662.51,430.34,1.17,33.04
15,21,759.56,477.69,1.69,138.44
15,31,787.51,521.58,1.91,182.50
15,41,693.60,484.15,1.42,83.73
15,51,675.92,485.70,1.36,72.27
15,61,655.17,474.85,1.26,51.40
15,71,644.03,470.34,1.21,42.57
15,81,635.82,466.39,1.18,36.61
15,91,629.47,463.33,1.16,32.99
15,101,624.10,460.75,1.15,30.88
15,111,619.25,458.41,1.15,29.87
15,121,613.83,457.42,1.16,31.27
15,131,621.17,440.23,1.06,12.91
15,141,618.94,439.17,1.07,13.74
15,151,616.33,437.92,1.08,15.17
15,161,605.17,439.18,1.13,25.85
15,171,598.23,435.85,1.16,31.72
15,181,586.75,430.34,1.21,42.72
15,191,485.98,405.04,1.73,145.70
15,201,499.00,382.85,1.69,138.84
15,211,468.06,337.15,1.93,186.38
15,221,507.07,327.63,1.80,159.78
15,231,515.81,294.88,1.88,176.82
15,251,609.61,375.78,1.29,58.06
15,261,620.43,379.11,1.26,52.02
15,271,629.47,381.89,1.24,48.45
15,281,637.57,384.38,1.23,46.67
15,291,647.56,380.61,1.26,52.91
15,301,655.90,384.55,1.26,52.87
15,311,664.59,388.47,1.27,54.65
15,321,649.43,413.58,1.13,26.06
15,331,646.36,420.59,1.10,19.50
15,341,648.17,423.53,1.10,19.91
15,351,653.56,426.09,1.12,24.47
15,2,662.51,430.34,1.33,33.04
15,12,768.63,454.88,2.41,141.32
15,22,759.35,477.61,2.38,138.22
15,32,787.51,521.58,2.82,182.50
15,42,693.60,484.15,1.84,83.73
15,52,675.92,485.70,1.72,72.27
15,62,655.17,474.85,1.51,51.41
15,72,644.03,470.34,1.43,42.57
15,82,635.82,466.39,1.37,36.61
15,92,629.47,463.33,1.33,32.99
15,102,624.10,460.75,1.31,30.88
15,112,619.25,458.41,1.30,29.87
15,122,613.83,457.42,1.31,31.27
15,132,621.17,440.23,1.13,12.91
15,142,618.94,439.17,1.14,13.74
15,152,616.33,437.92,1.15,15.17
15,162,605.17,439.18,1.26,25.85
15,172,598.23,435.85,1.32,31.72
15,182,586.75,430.34,1.43,42.72
15,192,485.98,405.04,2.46,145.71
15,202,499.00,382.85,2.39,138.85
15,212,468.06,337.15,2.86,186.39
15,222,507.07,327.63,2.60,159.79
15,232,515.81,294.88,2.77,176.83
15,252,609.61,375.78,1.58,58.07
15,262,620.43,379.11,1.52,52.02
15,272,629.47,381.89,1.48,48.45
15,282,637.57,384.38,1.47,46.67
15,292,647.56,380.61,1.53,52.92
15,302,655.90,384.55,1.53,52.87
15,312,664.59,388.47,1.55,54.65
15,322,649.43,413.58,1.26,26.07
15,332,646.36,420.59,1.20,19.50
15,342,648.17,423.53,1.20,19.91
15,352,653.56,426.09,1.24,24.47
15,3,662.51,430.34,1.50,33.05
15,13,768.63,454.88,3.12,141.33
15,23,759.25,477.57,3.07,138.13
15,33,787.51,521.58,3.74,182.51
15,43,693.60,484.15,2.26,83.73
15,53,675.92,485.70,2.08,72.28
15,63,655.17,474.85,1.77,51.41
15,73,644.03,470.34,1.64,42.57
15,83,635.82,466.39,1.55,36.61
15,93,629.47,463.33,1.49,32.99
15,103,624.10,460.75,1.46,30.88
15,113,619.25,458.41,1.45,29.88
15,123,613.83,457.42,1.47,31.28
15,133,621.17,440.23,1.19,12.91
15,143,618.94,439.17,1.21,13.74
15,153,616.33,437.92,1.23,15.18
15,163,605.17,439.18,1.39,25.86
15,173,598.23,435.85,1.48,31.73
15,183,586.75,430.34,1.64,42.72
15,193,495.87,406.78,3.03,135.68
15,203,499.00,382.85,3.08,138.86
15,213,468.06,337.15,3.80,186.40
15,223,507.07,327.63,3.40,159.80
15,233,515.81,294.88,3.65,176.84
15,253,609.61,375.78,1.87,58.07
15,263,620.43,379.11,1.78,52.03
15,273,629.47,381.89,1.73,48.46
15,283,637.57,384.38,1.70,46.67
15,293,647.56,380.61,1.79,52.92
15,303,655.90,384.55,1.79,52.87
15,313,664.59,388.47,1.82,54.66
15,323,649.43,413.58,1.39,26.07
15,333,646.36,420.59,1.29,19.50
15,343,648.17,423.53,1.30,19.91
15,353,653.56,426.09,1.37,24.47
15,4,662.51,430.34,1.66,33.05
15,14,768.63,454.88,3.83,141.34
15,24,759.15,477.54,3.76,138.04
15,34,787.51,521.58,4.65,182.53
15,44,693.60,484.15,2.67,83.74
15,54,675.92,485.70,2.45,72.28
15,64,655.17,474.85,2.03,51.41
15,74,644.03,470.34,1.85,42.58
15,84,635.82,466.39,1.73,36.62
15,94,629.47,463.33,1.66,33.00
15,104,624.10,460.75,1.62,30.88
15,114,619.25,458.41,1.60,29.88
15,124,613.83,457.42,1.63,31.28
15,134,621.17,440.23,1.26,12.91
15,144,618.94,439.17,1.27,13.74
15,154,616.33,437.92,1.30,15.18
15,164,605.17,439.18,1.52,25.86
15,174,598.23,435.85,1.63,31.73
15,184,586.75,430.34,1.85,42.72
15,194,495.87,406.78,3.71,135.69
15,204,499.00,382.85,3.78,138.87
15,214,468.06,337.15,4.73,186.42
15,224,507.07,327.63,4.20,159.81
15,234,515.81,294.88,4.54,176.86
15,254,609.61,375.78,2.16,58.07
15,264,620.43,379.11,2.04,52.03
15,274,629.47,381.89,1.97,48.46
15,284,637.57,384.38,1.93,46.67
15,294,647.56,380.61,2.06,52.92
15,304,655.90,384.55,2.06,52.88
15,314,664.59,388.47,2.09,54.66
15,324,649.43,413.58,1.52,26.07
15,334,646.36,420.59,1.39,19.51
15,344,648.17,423.53,1.40,19.91
15,354,653.56,426.09,1.49,24.47
15,5,662.51,430.34,1.83,33.05
15,15,768.63,454.88,4.53,141.36
15,25,759.09,477.52,4.45,137.99
15,35,787.51,521.58,5.56,182.55
15,45,693.60,484.15,3.09,83.75
15,55,675.92,485.70,2.81,72.29
15,65,655.17,474.85,2.29,51.42
15,75,644.03,470.34,2.06,42.58
15,85,635.82,466.39,1.92,36.62
15,95,629.47,463.33,1.82,33.00
15,105,624.10,460.75,1.77,30.89
15,115,619.25,458.41,1.75,29.88
15,125,613.83,457.42,1.78,31.28
15,135,621.17,440.23,1.32,12.91
15,145,618.94,439.17,1.34,13.74
15,155,616.33,437.92,1.38,15.18
15,165,605.17,439.18,1.65,25.86
15,175,598.23,435.85,1.79,31.73
15,185,586.75,430.34,2.07,42.73
15,195,495.87,406.78,4.39,135.70
15,205,499.00,382.85,4.47,138.89
15,215,468.06,337.15,5.66,186.44
15,225,507.07,327.63,4.99,159.83
15,235,515.81,294.88,5.42,176.88
15,255,609.61,375.78,2.45,58.08
15,265,620.43,379.11,2.30,52.04
15,275,629.47,381.89,2.21,48.46
15,285,637.57,384.38,2.17,46.68
15,295,647.56,380.61,2.32,52.93
15,305,655.90,384.55,2.32,52.88
15,315,664.59,388.47,2.37,54.67
15,325,649.43,413.58,1.65,26.07
15,335,646.36,420.59,1.49,19.51
15,345,648.17,423.53,1.50,19.91
15,355,653.56,426.09,1.61,24.48
16,11,762.84,466.89,1.47,93.18
16,21,808.58,500.76,1.73,146.33
16,31,819.02,536.13,1.85,170.83
16,41,710.26,483.59,1.26,51.15
16,51,695.63,479.97,1.19,38.20
16,61,694.35,491.01,1.23,46.54
16,71,687.49,495.81,1.24,47.99
16,81,677.37,486.40,1.18,36.24
16,91,671.08,483.37,1.16,32.66
16,101,665.77,480.81,1.15,30.56
16,111,660.96,478.50,1.15,29.57
16,121,656.78,475.48,1.14,28.60
16,131,651.56,473.97,1.15,30.36
16,141,647.02,470.90,1.16,31.40
16,151,640.24,468.52,1.18,35.61
16,161,632.46,464.77,1.21,41.10
16,171,621.44,459.46,1.25,50.40
16,181,617.02,450.71,1.27,54.06
16,191,621.20,441.91,1.25,50.65
16,201,501.02,388.81,1.90,180.97
16,231,648.33,423.60,1.18,35.39
16,241,658.11,428.25,1.13,25.94
16,251,663.90,431.00,1.10,20.98
16,261,667.94,432.92,1.09,18.07
16,271,671.08,434.41,1.08,16.30
16,281,673.73,435.67,1.08,15.28
16,291,681.36,422.45,1.15,30.07
16,301,711.97,379.89,1.41,81.78
16,12,762.84,466.89,1.93,93.18
16,22,808.28,500.65,2.46,146.02
16,32,819.02,536.13,2.71,170.84
16,42,710.26,483.59,1.51,51.15
16,52,695.63,479.97,1.38,38.20
16,62,694.35,491.01,1.47,46.54
16,72,687.49,495.81,1.48,47.99
16,82,677.37,486.40,1.36,36.24
16,92,671.08,483.37,1.33,32.66
16,102,665.77,480.81,1.31,30.57
16,112,660.96,478.50,1.30,29.57
16,122,656.78,475.48,1.29,28.60
16,132,651.56,473.97,1.30,30.36
16,142,647.02,470.90,1.31,31.41
16,152,640.24,468.52,1.36,35.61
16,162,632.46,464.77,1.41,41.10
16,172,621.44,459.46,1.50,50.41
16,182,617.02,450.71,1.54,54.06
16,192,621.20,441.91,1.51,50.65
16,202,501.02,388.81,2.81,180.98
16,232,648.33,423.60,1.35,35.39
16,242,658.11,428.25,1.26,25.94
16,252,663.90,431.00,1.21,20.98
16,262,667.94,432.92,1.18,18.07
16,272,671.08,434.41,1.16,16.30
16,282,673.73,435.67,1.15,15.28
16,292,681.36,422.45,1.30,30.07
16,302,711.97,379.89,1.82,81.78
16,13,762.84,466.89,2.40,93.19
16,23,807.99,500.54,3.19,145.72
16,33,819.02,536.13,3.56,170.85
16,43,710.26,483.59,1.77,51.16
16,53,695.63,479.97,1.57,38.21
16,63,694.35,491.01,1.70,46.54
16,73,687.49,495.81,1.72,48.00
16,83,677.37,486.40,1.54,36.24
16,93,671.08,483.37,1.49,32.66
16,103,665.77,480.81,1.46,30.57
16,113,660.96,478.50,1.44,29.57
16,123,656.78,475.48,1.43,28.60
16,133,651.56,473.97,1.46,30.36
16,143,647.02,470.90,1.47,31.41
16,153,640.24,468.52,1.53,35.61
16,163,632.46,464.77,1.62,41.11
16,173,621.44,459.46,1.76,50.41
16,183,617.02,450.71,1.81,54.06
16,193,621.20,441.91,1.76,50.65
16,203,501.02,388.81,3.71,180.99
16,233,648.33,423.60,1.53,35.39
16,243,658.11,428.25,1.39,25.94
16,253,663.90,431.00,1.31,20.98
16,263,667.94,432.92,1.27,18.07
16,273,671.08,434.41,1.24,16.31
16,283,673.73,435.67,1.23,15.28
16,293,681.36,422.45,1.45,30.08
16,303,711.97,379.89,2.23,81.79
16,4,770.64,450.71,2.99,99.58
16,14,762.84,466.89,2.86,93.20
16,24,807.70,500.44,3.91,145.42
16,34,819.02,536.13,4.42,170.87
16,44,710.26,483.59,2.02,51.16
16,54,695.63,479.97,1.76,38.21
16,64,694.35,491.01,1.93,46.55
16,74,687.49,495.81,1.96,48.00
16,84,677.37,486.40,1.72,36.24
16,94,671.08,483.37,1.65,32.66
16,104,665.77,480.81,1.61,30.57
16,114,660.96,478.50,1.59,29.57
16,124,656.78,475.48,1.57,28.61
16,134,651.56,473.97,1.61,30.37
16,144,647.02,470.90,1.63,31.41
16,154,640.24,468.52,1.71,35.62
16,164,632.46,464.77,1.82,41.11
16,174,621.44,459.46,2.01,50.41
16,184,617.02,450.71,2.08,54.07
16,194,621.20,441.91,2.01,50.66
16,204,501.02,388.81,4.62,181.01
16,234,648.33,423.60,1.71,35.39
16,244,658.11,428.25,1.52,25.94
16,254,663.90,431.00,1.42,20.98
16,264,667.94,432.92,1.36,18.07
16,274,671.08,434.41,1.33,16.31
16,284,673.73,435.67,1.31,15.28
16,294,681.36,422.45,1.60,30.08
16,304,711.97,379.89,2.64,81.79
16,5,770.64,450.71,3.49,99.59
16,15,762.84,466.89,3.33,93.21
16,25,807.41,500.33,4.63,145.13
16,35,819.02,536.13,5.27,170.88
16,45,710.26,483.59,2.28,51.17
16,55,695.63,479.97,1.96,38.21
16,65,694.35,491.01,2.16,46.55
16,75,687.49,495.81,2.20,48.00
16,85,677.37,486.40,1.91,36.25
16,95,671.08,483.37,1.82,32.67
16,105,665.77,480.81,1.76,30.57
16,115,660.96,478.50,1.74,29.58
16,125,656.78,475.48,1.71,28.61
16,135,651.56,473.97,1.76,30.37
16,145,647.02,470.90,1.79,31.41
16,155,640.24,468.52,1.89,35.62
16,165,632.46,464.77,2.03,41.11
16,175,621.44,459.46,2.26,50.42
16,185,617.02,450.71,2.35,54.08
16,195,621.20,441.91,2.27,50.66
16,205,501.02,388.81,5.52,181.03
16,235,648.33,423.60,1.88,35.40
16,245,658.11,428.25,1.65,25.95
16,255,663.90,431.00,1.52,20.98
16,265,667.94,432.92,1.45,18.07
16,275,671.08,434.41,1.41,16.31
16,285,673.73,435.67,1.38,15.28
16,295,681.36,422.45,1.75,30.08
16,305,711.97,379.89,3.04,81.80
17,1,760.82,471.08,1.24,48.13
17,11,770.81,481.33,1.30,59.02
17,21,886.05,534.18,1.92,184.49
17,31,879.67,567.49,1.96,192.81
17,41,751.35,503.52,1.25,50.46
17,51,732.05,494.16,1.15,30.12
17,61,723.66,490.09,1.11,21.95
17,71,718.74,487.70,1.09,17.68
17,81,715.33,486.05,1.08,15.19
17,91,712.69,484.77,1.07,13.68
17,101,710.47,483.69,1.06,12.80
17,111,708.46,482.71,1.06,12.38
17,121,706.52,481.77,1.06,12.34
17,131,704.53,480.81,1.06,12.69
17,141,702.36,479.75,1.07,13.49
17,151,699.81,478.52,1.07,14.87
17,161,674.46,485.00,1.20,40.68
17,171,663.56,479.75,1.25,49.89
17,181,647.41,471.08,1.33,65.28
17,191,615.48,453.94,1.49,98.71
17,221,666.24,432.11,1.30,60.63
17,231,678.10,429.87,1.27,53.81
17,241,682.75,419.22,1.30,59.88
17,251,686.29,398.54,1.39,77.20
17,261,695.72,374.87,1.49,97.70
17,271,712.69,377.39,1.47,93.69
17,2,760.82,471.08,1.48,48.14
17,12,770.81,481.33,1.59,59.02
17,22,886.07,534.19,2.85,184.52
17,32,879.67,567.49,2.93,192.82
17,42,751.35,503.52,1.50,50.47
17,52,732.05,494.16,1.30,30.13
17,62,723.66,490.09,1.22,21.95
17,72,718.74,487.70,1.18,17.68
17,82,715.33,486.05,1.15,15.19
17,92,712.69,484.77,1.14,13.68
17,102,710.47,483.69,1.13,12.80
17,112,708.46,482.71,1.12,12.38
17,122,706.52,481.77,1.12,12.34
17,132,704.53,480.81,1.13,12.69
17,142,702.36,479.75,1.13,13.49
17,152,699.81,478.52,1.15,14.87
17,162,674.46,485.00,1.41,40.68
17,172,663.56,479.75,1.50,49.89
17,182,647.41,471.08,1.65,65.28
17,192,615.48,453.94,1.99,98.71
17,222,666.24,432.11,1.61,60.64
17,232,678.10,429.87,1.54,53.81
17,242,682.75,419.22,1.60,59.88
17,252,686.29,398.54,1.77,77.20
17,262,695.72,374.87,1.98,97.70
17,272,712.69,377.39,1.94,93.70
17,3,760.82,471.08,1.72,48.14
17,13,770.80,481.33,1.89,59.02
17,23,886.10,534.20,3.77,184.56
17,33,879.67,567.49,3.89,192.83
17,43,751.35,503.52,1.76,50.47
17,53,732.05,494.16,1.45,30.13
17,63,723.66,490.09,1.33,21.95
17,73,718.74,487.70,1.27,17.69
17,83,715.33,486.05,1.23,15.19
17,93,712.69,484.77,1.21,13.68
17,103,710.47,483.69,1.19,12.80
17,113,708.46,482.71,1.19,12.38
17,123,706.52,481.77,1.19,12.34
17,133,704.53,480.81,1.19,12.69
17,143,702.36,479.75,1.20,13.49
17,153,699.81,478.52,1.22,14.87
17,163,674.46,485.00,1.61,40.68
17,173,663.56,479.75,1.75,49.89
17,183,647.41,471.08,1.98,65.29
17,193,615.48,453.94,2.48,98.72
17,223,666.24,432.11,1.91,60.64
17,233,678.10,429.87,1.81,53.81
17,243,682.75,419.22,1.90,59.89
17,253,686.29,398.54,2.16,77.20
17,263,695.72,374.87,2.47,97.71
17,273,712.69,377.39,2.41,93.70
17,353,765.29,461.81,1.80,53.42
17,4,760.82,471.08,1.96,48.14
17,14,770.80,481.33,2.18,59.02
17,24,886.12,534.21,4.69,184.60
17,34,879.67,567.49,4.86,192.85
17,44,751.35,503.52,2.01,50.48
17,54,732.05,494.16,1.60,30.13
17,64,723.66,490.09,1.44,21.95
17,74,718.74,487.70,1.35,17.69
17,84,715.33,486.05,1.30,15.20
17,94,712.69,484.77,1.27,13.69
17,104,710.47,483.69,1.26,12.80
17,114,708.46,482.71,1.25,12.38
17,124,706.52,481.77,1.25,12.34
17,134,704.53,480.81,1.25,12.70
17,144,702.36,479.75,1.27,13.49
17,154,699.81,478.52,1.30,14.87
17,164,674.46,485.00,1.81,40.69
17,174,663.56,479.75,2.00,49.90
17,184,647.41,471.08,2.31,65.29
17,194,615.48,453.94,2.97,98.73
17,224,666.24,432.11,2.21,60.65
17,234,678.10,429.87,2.08,53.82
17,244,682.75,419.22,2.20,59.89
17,254,686.29,398.54,2.54,77.21
17,264,695.72,374.87,2.95,97.72
17,274,712.69,377.39,2.87,93.71
17,354,765.29,461.81,2.07,53.43
17,5,760.82,471.08,2.20,48.15
17,15,770.80,481.33,2.48,59.03
17,25,886.14,534.21,5.61,184.64
17,35,879.67,567.49,5.82,192.87
17,45,751.35,503.53,2.26,50.49
17,55,732.05,494.16,1.75,30.14
17,65,723.66,490.09,1.55,21.95
17,75,718.74,487.70,1.44,17.69
17,85,715.33,486.05,1.38,15.20
17,95,712.69,484.77,1.34,13.69
17,105,710.47,483.69,1.32,12.80
17,115,708.46,482.71,1.31,12.38
17,125,706.52,481.77,1.31,12.35
17,135,704.53,480.81,1.32,12.70
17,145,702.36,479.75,1.34,13.49
17,155,699.81,478.52,1.37,14.87
17,165,674.46,485.00,2.02,40.69
17,175,663.56,479.75,2.25,49.90
17,185,647.41,471.08,2.63,65.30
17,195,615.48,453.94,3.47,98.74
17,225,666.24,432.11,2.52,60.65
17,235,678.10,429.87,2.35,53.82
17,245,682.75,419.22,2.50,59.90
17,255,686.29,398.54,2.93,77.22
17,265,695.72,374.87,3.44,97.73
17,275,712.69,377.39,3.34,93.72
17,355,765.29,461.81,2.34,53.43
18,1,790.29,491.46,1.18,35.99
18,11,809.34,501.16,1.28,55.89
18,21,882.42,538.09,1.68,136.35
18,31,912.33,582.69,1.91,182.48
18,41,792.57,523.57,1.25,49.96
18,51,773.40,514.22,1.15,29.71
18,61,765.12,510.20,1.11,21.65
18,71,760.26,507.85,1.09,17.44
18,81,756.90,506.22,1.07,14.99
18,91,754.30,504.95,1.07,13.50
18,101,752.11,503.89,1.06,12.62
18,111,750.12,502.93,1.06,12.21
18,121,748.21,502.00,1.06,12.17
18,131,746.25,501.05,1.06,12.52
18,141,744.11,500.01,1.07,13.30
18,151,741.60,498.79,1.07,14.67
18,161,738.40,497.24,1.08,16.91
18,171,733.90,495.05,1.10,20.72
18,181,726.48,491.46,1.14,27.82
18,191,710.60,483.75,1.22,44.38
18,201,620.75,442.85,1.71,142.12
18,221,678.86,428.15,1.49,98.48
18,231,669.98,390.98,1.66,131.17
18,241,695.59,389.78,1.59,117.41
18,251,712.73,377.24,1.61,121.55
18,261,729.27,349.53,1.72,144.12
18,291,759.38,477.50,1.07,14.85
18,301,762.63,477.03,1.08,16.66
18,311,765.30,478.35,1.09,17.11
18,321,768.20,479.79,1.09,18.15
18,331,770.44,482.14,1.09,18.64
18,341,774.87,483.97,1.11,21.89
18,351,778.74,487.15,1.12,24.82
18,2,790.29,491.46,1.36,35.99
18,12,809.28,501.15,1.56,55.83
18,22,882.44,538.10,2.36,136.37
18,32,912.33,582.69,2.82,182.48
18,42,792.57,523.57,1.50,49.97
18,52,773.40,514.22,1.30,29.72
18,62,765.12,510.20,1.22,21.65
18,72,760.26,507.85,1.17,17.44
18,82,756.90,506.22,1.15,14.99
18,92,754.30,504.95,1.13,13.50
18,102,752.11,503.89,1.13,12.63
18,112,750.12,502.93,1.12,12.21
18,122,748.21,502.00,1.12,12.18
18,132,746.25,501.05,1.13,12.52
18,142,744.11,500.01,1.13,13.31
18,152,741.60,498.79,1.15,14.67
18,162,738.40,497.24,1.17,16.92
18,172,733.90,495.05,1.21,20.72
18,182,726.48,491.46,1.28,27.82
18,192,710.59,483.75,1.44,44.38
18,202,620.75,442.85,2.42,142.12
18,222,678.86,428.15,1.98,98.49
18,232,669.98,390.98,2.31,131.18
18,242,695.59,389.78,2.17,117.41
18,252,712.73,377.24,2.22,121.56
18,262,729.27,349.53,2.44,144.12
18,292,759.38,477.51,1.15,14.84
18,302,762.62,477.04,1.17,16.65
18,312,765.29,478.36,1.17,17.10
18,322,768.20,479.79,1.18,18.14
18,332,770.44,482.14,1.19,18.64
18,342,774.86,483.97,1.22,21.88
18,352,778.73,487.15,1.25,24.80
18,3,790.29,491.46,1.54,35.99
18,13,809.22,501.14,1.84,55.77
18,23,882.46,538.10,3.05,136.40
18,33,912.33,582.69,3.74,182.49
18,43,792.57,523.57,1.75,49.97
18,53,773.40,514.22,1.45,29.72
18,63,765.12,510.21,1.32,21.65
18,73,760.26,507.85,1.26,17.45
18,83,756.90,506.22,1.22,14.99
18,93,754.30,504.95,1.20,13.50
18,103,752.11,503.89,1.19,12.63
18,113,750.12,502.93,1.18,12.21
18,123,748.21,502.00,1.18,12.18
18,133,746.25,501.05,1.19,12.52
18,143,744.11,500.01,1.20,13.31
18,153,741.60,498.79,1.22,14.67
18,163,738.40,497.24,1.25,16.92
18,173,733.89,495.05,1.31,20.72
18,183,726.48,491.46,1.42,27.82
18,193,710.59,483.75,1.67,44.38
18,203,620.75,442.85,3.13,142.13
18,223,678.86,428.15,2.48,98.49
18,233,669.98,390.98,2.97,131.18
18,243,695.59,389.78,2.76,117.42
18,253,712.73,377.24,2.82,121.56
18,263,729.27,349.53,3.16,144.13
18,293,759.37,477.51,1.22,14.84
18,303,762.62,477.04,1.25,16.65
18,313,765.29,478.36,1.26,17.10
18,323,768.19,479.80,1.27,18.14
18,333,770.44,482.14,1.28,18.64
18,343,774.85,483.98,1.33,21.87
18,353,778.71,487.15,1.37,24.79
18,4,790.29,491.46,1.72,35.99
18,14,809.16,501.13,2.11,55.72
18,24,882.47,538.11,3.73,136.43
18,34,912.33,582.69,4.65,182.51
18,44,792.57,523.57,2.00,49.97
18,54,773.40,514.22,1.59,29.72
18,64,765.12,510.21,1.43,21.65
18,74,760.26,507.85,1.35,17.45
18,84,756.90,506.22,1.30,14.99
18,94,754.30,504.95,1.27,13.50
18,104,752.11,503.89,1.25,12.63
18,114,750.12,502.93,1.24,12.21
18,124,748.21,502.00,1.24,12.18
18,134,746.25,501.05,1.25,12.52
18,144,744.11,500.01,1.27,13.31
18,154,741.60,498.79,1.29,14.67
18,164,738.40,497.24,1.34,16.92
18,174,733.89,495.05,1.41,20.72
18,184,726.48,491.46,1.56,27.83
18,194,710.59,483.75,1.89,44.39
18,204,620.75,442.85,3.84,142.14
18,224,678.86,428.15,2.97,98.50
18,234,669.98,390.98,3.62,131.20
18,244,695.59,389.78,3.35,117.43
18,254,712.73,377.24,3.43,121.57
18,264,729.27,349.53,3.88,144.15
18,294,759.37,477.52,1.30,14.83
18,304,762.62,477.05,1.33,16.64
18,314,765.28,478.37,1.34,17.09
18,324,768.19,479.80,1.36,18.13
18,334,770.44,482.14,1.37,18.65
18,344,774.84,483.98,1.44,21.86
18,354,778.70,487.15,1.50,24.79
18,5,790.29,491.46,1.90,36.00
18,15,809.10,501.12,2.39,55.66
18,25,882.49,538.11,4.41,136.46
18,35,912.33,582.69,5.56,182.53
18,45,792.57,523.57,2.25,49.98
18,55,773.40,514.22,1.74,29.72
18,65,765.12,510.21,1.54,21.66
18,75,760.26,507.85,1.44,17.45
18,85,756.90,506.22,1.37,14.99
18,95,754.30,504.95,1.34,13.50
18,105,752.11,503.89,1.32,12.63
18,115,750.12,502.93,1.31,12.21
18,125,748.21,502.00,1.30,12.18
18,135,746.25,501.05,1.31,12.53
18,145,744.11,500.01,1.33,13.31
18,155,741.60,498.79,1.37,14.67
18,165,738.40,497.24,1.42,16.92
18,175,733.89,495.05,1.52,20.73
18,185,726.48,491.46,1.70,27.83
18,195,710.59,483.75,2.11,44.39
18,205,620.75,442.85,4.55,142.16
18,225,678.86,428.15,3.46,98.51
18,235,669.98,390.98,4.28,131.21
18,245,695.59,389.78,3.94,117.45
18,255,712.73,377.24,4.04,121.59
18,265,729.27,349.53,4.60,144.16
18,295,759.37,477.53,1.37,14.83
18,305,762.61,477.05,1.42,16.64
18,315,765.28,478.37,1.43,17.09
18,325,768.18,479.81,1.45,18.13
18,335,770.44,482.14,1.47,18.65
18,345,774.83,483.98,1.55,21.85
18,355,778.69,487.16,1.62,24.78
19,1,827.57,511.83,1.16,31.66
19,11,891.17,528.63,1.48,96.73
19,21,904.62,551.40,1.58,115.69
19,31,947.64,599.43,1.88,175.20
19,41,832.73,542.72,1.24,48.06
19,51,814.52,534.01,1.14,28.95
19,61,811.21,538.33,1.15,30.60
19,71,801.78,527.95,1.09,17.15
19,81,798.64,527.33,1.08,15.73
19,91,795.91,532.83,1.10,21.00
19,101,789.09,550.48,1.20,39.25
19,111,791.78,523.18,1.06,12.08
19,121,789.89,522.26,1.06,12.04
19,131,787.95,521.31,1.06,12.38
19,141,775.81,528.70,1.13,26.24
19,151,774.76,524.04,1.12,24.42
19,161,777.46,518.54,1.10,19.63
19,171,775.76,515.38,1.10,20.46
19,181,768.47,511.83,1.14,27.44
19,191,752.81,504.23,1.22,43.77
19,201,618.64,447.31,1.94,188.65
19,231,772.56,484.00,1.18,36.33
19,241,781.51,486.88,1.14,28.80
19,251,787.75,489.40,1.12,23.87
19,261,792.51,492.56,1.10,19.57
19,271,795.91,493.28,1.09,18.55
19,281,798.87,495.02,1.09,17.07
19,291,801.48,496.54,1.08,16.27
19,301,803.91,497.97,1.08,16.01
19,311,806.35,499.39,1.08,16.24
19,321,808.93,500.90,1.08,17.00
19,331,811.86,502.62,1.09,18.42
19,341,815.44,504.72,1.10,20.79
19,351,820.25,507.54,1.12,24.72
19,2,827.55,511.83,1.32,31.64
19,12,891.18,528.63,1.97,96.75
19,22,904.24,551.26,2.15,115.28
19,32,947.64,599.43,2.75,175.21
19,42,832.73,542.72,1.48,48.06
19,52,814.52,534.01,1.29,28.96
19,62,811.21,538.33,1.31,30.60
19,72,801.78,527.95,1.17,17.15
19,82,798.64,527.33,1.16,15.74
19,92,795.91,532.83,1.21,21.00
19,102,789.09,550.48,1.39,39.25
19,112,791.78,523.18,1.12,12.08
19,122,789.89,522.26,1.12,12.04
19,132,787.95,521.31,1.12,12.38
19,142,775.81,528.70,1.26,26.24
19,152,774.76,524.04,1.24,24.42
19,162,777.46,518.54,1.20,19.63
19,172,775.76,515.38,1.20,20.46
19,182,768.47,511.83,1.27,27.44
19,192,752.81,504.23,1.44,43.77
19,202,618.64,447.31,2.89,188.66
19,232,772.57,484.01,1.36,36.31
19,242,781.51,486.88,1.29,28.81
19,252,787.75,489.41,1.24,23.86
19,262,792.51,492.57,1.20,19.56
19,272,795.91,493.29,1.19,18.54
19,282,798.87,495.02,1.17,17.07
19,292,801.47,496.54,1.16,16.27
19,302,803.91,497.97,1.16,16.00
19,312,806.34,499.40,1.16,16.23
19,322,808.92,500.91,1.17,16.99
19,332,811.85,502.63,1.18,18.41
19,342,815.43,504.72,1.21,20.78
19,352,820.24,507.54,1.25,24.70
19,3,827.52,511.83,1.47,31.62
19,13,891.19,528.63,2.45,96.77
19,23,903.85,551.12,2.72,114.88
19,33,939.03,594.46,3.48,165.28
19,43,832.73,542.72,1.72,48.07
19,53,814.52,534.01,1.43,28.96
