PointID,DirectionID,IntersectionX,IntersectionY,IntersectionZ,Parameter
25,102,1043.48,645.97,1.12,12.08
25,112,1041.57,645.06,1.12,11.69
25,122,1039.74,644.18,1.12,11.67
25,132,1037.85,643.27,1.12,12.01
25,142,1035.78,642.28,1.13,12.78
25,152,1033.35,641.13,1.14,14.11
25,162,1030.29,639.63,1.16,16.26
25,172,1025.98,637.52,1.20,19.90
25,182,1018.91,634.07,1.27,26.67
25,192,1003.84,626.71,1.42,42.38
25,202,938.40,595.06,2.14,114.05
25,212,890.69,544.64,2.79,178.86
25,222,981.47,580.28,1.84,83.68
25,232,1013.37,595.69,1.50,50.11
25,242,1023.74,596.25,1.44,43.67
25,252,1035.49,606.36,1.29,29.49
25,262,1042.24,615.19,1.19,19.17
25,272,1045.57,616.79,1.17,17.28
25,282,1048.38,618.15,1.16,16.17
25,292,1050.92,619.38,1.16,15.64
25,302,1053.37,620.56,1.16,15.60
25,312,1055.89,621.78,1.16,16.05
25,322,1058.64,623.11,1.17,17.05
25,332,1061.86,624.67,1.19,18.81
25,342,1065.96,626.65,1.22,21.70
25,352,1071.75,629.45,1.27,26.58
25,3,1081.26,634.07,1.54,35.69
25,13,1116.33,646.55,2.08,71.86
25,23,1168.09,678.66,2.96,130.39
25,43,1081.62,664.31,1.71,47.06
25,53,1066.50,659.00,1.49,32.55
25,63,1055.87,651.91,1.31,20.60
25,73,1051.26,649.70,1.25,16.64
25,83,1048.06,648.17,1.21,14.32
25,93,1045.57,646.98,1.19,12.91
25,103,1043.48,645.97,1.18,12.08
25,113,1041.57,645.06,1.18,11.69
25,123,1039.74,644.18,1.18,11.67
25,133,1037.85,643.27,1.18,12.02
25,143,1035.78,642.28,1.19,12.78
25,153,1033.35,641.13,1.21,14.11
25,163,1030.29,639.63,1.24,16.26
25,173,1025.98,637.52,1.30,19.90
25,183,1018.91,634.07,1.40,26.67
25,193,1003.84,626.71,1.64,42.38
25,203,938.40,595.06,2.71,114.06
25,213,891.57,545.16,3.67,177.84
25,223,981.57,580.37,2.25,83.55
25,233,1013.40,595.72,1.75,50.06
25,243,1023.74,596.26,1.65,43.66
25,253,1035.49,606.37,1.44,29.48
25,263,1042.25,615.20,1.29,19.17
25,273,1045.57,616.80,1.26,17.27
25,283,1048.38,618.16,1.24,16.16
25,293,1050.92,619.38,1.23,15.63
25,303,1053.37,620.57,1.23,15.59
25,313,1055.88,621.78,1.24,16.04
25,323,1058.63,623.11,1.26,17.05
25,333,1061.85,624.67,1.28,18.80
25,343,1065.95,626.65,1.33,21.69
25,353,1071.74,629.46,1.40,26.57
25,4,1081.23,634.07,1.71,35.66
25,14,1116.33,646.55,2.44,71.86
25,24,1168.09,678.66,3.61,130.40
25,44,1081.62,664.31,1.94,47.06
25,54,1066.50,659.00,1.65,32.56
25,64,1055.87,651.91,1.41,20.61
25,74,1051.26,649.70,1.33,16.64
25,84,1048.06,648.17,1.29,14.32
25,94,1045.57,646.98,1.26,12.91
25,104,1043.48,645.97,1.24,12.08
25,114,1041.57,645.06,1.23,11.69
25,124,1039.74,644.18,1.23,11.67
25,134,1037.85,643.27,1.24,12.02
25,144,1035.78,642.28,1.26,12.78
25,154,1033.35,641.13,1.28,14.11
25,164,1030.29,639.63,1.33,16.26
25,174,1025.98,637.52,1.40,19.90
25,184,1018.91,634.07,1.53,26.67
25,194,1003.84,626.71,1.85,42.39
25,204,938.40,595.06,3.28,114.07
25,214,892.45,545.66,4.54,176.84
25,224,981.68,580.45,2.67,83.43
25,234,1013.43,595.76,2.00,50.02
25,244,1023.75,596.27,1.87,43.66
25,254,1035.50,606.39,1.59,29.46
25,264,1042.25,615.21,1.38,19.16
25,274,1045.57,616.81,1.35,17.26
25,284,1048.38,618.16,1.32,16.16
25,294,1050.92,619.39,1.31,15.63
25,304,1053.37,620.57,1.31,15.59
25,314,1055.88,621.79,1.32,16.04
25,324,1058.63,623.12,1.34,17.04
25,334,1061.85,624.67,1.38,18.79
25,344,1065.94,626.66,1.43,21.68
25,354,1071.72,629.46,1.53,26.55
25,5,1081.20,634.07,1.89,35.63
25,15,1116.33,646.55,2.80,71.87
25,25,1168.09,678.66,4.26,130.42
25,45,1081.62,664.31,2.18,47.07
25,55,1066.50,659.00,1.81,32.56
25,65,1055.87,651.91,1.52,20.61
25,75,1051.26,649.70,1.42,16.64
25,85,1048.06,648.17,1.36,14.32
25,95,1045.57,646.98,1.32,12.91
25,105,1043.48,645.97,1.30,12.08
25,115,1041.57,645.06,1.29,11.70
25,125,1039.74,644.18,1.29,11.67
25,135,1037.85,643.27,1.30,12.02
25,145,1035.78,642.28,1.32,12.78
25,155,1033.35,641.13,1.35,14.12
25,165,1030.29,639.63,1.41,16.27
25,175,1025.98,637.52,1.50,19.90
25,185,1018.91,634.07,1.67,26.68
25,195,1003.84,626.71,2.06,42.39
25,205,938.40,595.06,3.85,114.08
25,215,893.32,546.17,5.40,175.86
25,225,981.78,580.54,3.08,83.31
25,235,1013.46,595.79,2.25,49.98
25,245,1023.75,596.27,2.09,43.66
25,255,1035.50,606.40,1.74,29.45
25,265,1042.25,615.21,1.48,19.15
25,275,1045.57,616.82,1.43,17.26
25,285,1048.38,618.17,1.40,16.15
25,295,1050.91,619.39,1.39,15.62
25,305,1053.36,620.58,1.39,15.58
25,315,1055.88,621.79,1.40,16.03
25,325,1058.62,623.12,1.43,17.04
25,335,1061.84,624.68,1.47,18.79
25,345,1065.93,626.66,1.54,21.67
25,355,1071.70,629.46,1.66,26.54
26,1,1119.96,654.44,1.16,32.77
26,11,1136.03,663.06,1.25,49.60
26,41,1122.71,684.26,1.23,46.38
26,51,1104.98,675.65,1.14,27.69
26,61,1097.27,671.91,1.10,20.17
26,71,1092.74,669.71,1.08,16.25
26,81,1089.61,668.19,1.07,13.96
26,91,1087.18,667.02,1.06,12.57
26,101,1085.14,666.02,1.06,11.76
26,111,1083.30,665.13,1.06,11.37
26,121,1081.51,664.26,1.06,11.34
26,131,1079.69,663.38,1.06,11.66
26,141,1077.69,662.41,1.06,12.39
26,151,1075.35,661.27,1.07,13.66
26,161,1072.38,659.83,1.08,15.76
26,171,1068.18,657.79,1.10,19.30
26,181,1061.16,654.44,1.13,26.02
26,191,1045.99,647.18,1.21,41.83
26,201,982.13,616.21,1.56,111.79
26,211,925.51,561.10,1.93,186.69
26,221,1020.21,598.24,1.44,87.43
26,231,1062.43,624.94,1.19,38.51
26,241,1073.14,630.11,1.14,28.10
26,251,1079.44,633.15,1.11,22.66
26,261,1083.76,635.01,1.10,19.73
26,271,1087.18,633.86,1.10,20.58
26,281,1105.65,549.72,1.53,106.34
26,291,1111.02,588.96,1.35,69.69
26,301,1116.45,603.75,1.29,58.54
26,311,1113.47,623.11,1.20,40.90
26,321,1114.49,631.53,1.18,35.65
26,331,1115.30,638.21,1.16,32.46
26,341,1116.01,643.95,1.15,30.67
26,351,1116.84,649.21,1.15,30.11
26,2,1119.96,654.44,1.33,32.77
26,12,1136.03,663.06,1.50,49.60
26,42,1122.71,684.26,1.46,46.38
26,52,1104.98,675.65,1.28,27.69
26,62,1097.27,671.91,1.20,20.17
26,72,1092.74,669.71,1.16,16.25
26,82,1089.61,668.19,1.14,13.96
26,92,1087.18,667.02,1.13,12.57
26,102,1085.14,666.02,1.12,11.76
26,112,1083.30,665.13,1.11,11.37
26,122,1081.51,664.26,1.11,11.34
26,132,1079.69,663.38,1.12,11.66
26,142,1077.69,662.41,1.12,12.39
26,152,1075.35,661.27,1.14,13.66
26,162,1072.38,659.83,1.16,15.76
26,172,1068.18,657.79,1.19,19.30
26,182,1061.16,654.44,1.26,26.02
26,192,1045.99,647.18,1.42,41.83
26,202,982.13,616.21,2.12,111.80
26,212,925.50,561.09,2.87,186.70
26,222,1020.21,598.25,1.87,87.43
26,232,1062.45,624.97,1.38,38.48
26,242,1073.15,630.13,1.28,28.08
26,252,1079.44,633.16,1.23,22.65
26,262,1083.76,635.02,1.20,19.73
26,272,1087.18,633.87,1.21,20.58
26,282,1105.65,549.72,2.06,106.35
26,292,1111.02,588.96,1.70,69.69
26,302,1116.45,603.75,1.59,58.54
26,312,1113.47,623.11,1.41,40.90
26,322,1114.49,631.53,1.36,35.65
26,332,1115.30,638.21,1.32,32.46
26,342,1116.01,643.95,1.31,30.67
26,352,1116.84,649.21,1.30,30.11
26,3,1119.96,654.44,1.49,32.78
26,13,1136.03,663.06,1.74,49.60
26,43,1122.71,684.26,1.70,46.39
26,53,1104.98,675.65,1.42,27.69
26,63,1097.27,671.91,1.30,20.17
26,73,1092.74,669.71,1.24,16.25
26,83,1089.61,668.19,1.21,13.96
26,93,1087.18,667.02,1.19,12.57
26,103,1085.14,666.02,1.18,11.76
26,113,1083.30,665.13,1.17,11.37
26,123,1081.51,664.26,1.17,11.34
26,133,1079.69,663.38,1.17,11.66
26,143,1077.69,662.41,1.19,12.39
26,153,1075.35,661.27,1.20,13.66
26,163,1072.38,659.83,1.24,15.76
26,173,1068.18,657.79,1.29,19.30
26,183,1061.16,654.44,1.39,26.03
26,193,1045.99,647.18,1.63,41.83
26,203,982.13,616.21,2.68,111.80
26,213,925.49,561.09,3.80,186.73
26,223,1020.22,598.25,2.31,87.43
26,233,1062.48,625.00,1.58,38.44
26,243,1073.16,630.14,1.42,28.06
26,253,1079.44,633.18,1.34,22.63
26,263,1083.76,635.02,1.30,19.72
26,273,1087.18,633.87,1.31,20.57
26,283,1105.65,549.72,2.60,106.35
26,293,1111.02,588.96,2.05,69.70
26,303,1116.45,603.75,1.88,58.54
26,313,1113.47,623.11,1.61,40.90
26,323,1114.49,631.53,1.53,35.65
26,333,1115.30,638.21,1.49,32.47
26,343,1116.01,643.95,1.46,30.68
26,353,1116.84,649.21,1.45,30.12
26,4,1119.96,654.44,1.66,32.78
26,14,1136.03,663.06,1.99,49.61
26,44,1122.71,684.26,1.93,46.39
26,54,1104.98,675.65,1.55,27.69
26,64,1097.27,671.91,1.40,20.17
26,74,1092.74,669.71,1.32,16.25
26,84,1089.61,668.19,1.28,13.96
26,94,1087.18,667.02,1.25,12.58
26,104,1085.14,666.02,1.24,11.76
26,114,1083.30,665.13,1.23,11.37
26,124,1081.51,664.26,1.23,11.34
26,134,1079.69,663.38,1.23,11.67
26,144,1077.69,662.41,1.25,12.40
26,154,1075.35,661.27,1.27,13.67
26,164,1072.38,659.83,1.32,15.76
26,174,1068.18,657.79,1.39,19.30
26,184,1061.16,654.44,1.52,26.03
26,194,1045.99,647.18,1.84,41.83
26,204,982.13,616.21,3.24,111.81
26,214,925.48,561.09,4.73,186.75
26,224,1020.23,598.26,2.75,87.42
26,234,1062.50,625.02,1.77,38.41
26,244,1073.17,630.16,1.56,28.04
26,254,1079.45,633.19,1.45,22.62
26,264,1083.76,635.03,1.39,19.72
26,274,1087.18,633.88,1.41,20.57
26,284,1105.65,549.72,3.13,106.36
26,294,1111.02,588.96,2.39,69.70
26,304,1116.45,603.75,2.17,58.55
26,314,1113.47,623.11,1.82,40.91
26,324,1114.49,631.53,1.71,35.65
26,334,1115.30,638.21,1.65,32.47
26,344,1116.01,643.95,1.61,30.68
26,354,1116.84,649.21,1.60,30.12
26,5,1119.96,654.44,1.82,32.78
26,15,1136.03,663.06,2.24,49.61
26,45,1122.71,684.26,2.16,46.40
26,55,1104.98,675.65,1.69,27.69
26,65,1097.27,671.91,1.50,20.17
26,75,1092.74,669.71,1.41,16.25
26,85,1089.61,668.19,1.35,13.97
26,95,1087.18,667.02,1.31,12.58
26,105,1085.14,666.02,1.29,11.76
26,115,1083.30,665.13,1.28,11.37
26,125,1081.51,664.26,1.28,11.34
26,135,1079.69,663.38,1.29,11.67
26,145,1077.69,662.41,1.31,12.40
26,155,1075.35,661.27,1.34,13.67
26,165,1072.38,659.83,1.39,15.76
26,175,1068.18,657.79,1.48,19.30
26,185,1061.16,654.44,1.65,26.03
26,195,1045.99,647.18,2.05,41.84
26,205,982.13,616.21,3.79,111.83
26,215,925.48,561.08,5.67,186.78
26,225,1020.23,598.26,3.18,87.43
26,235,1062.52,625.05,1.96,38.38
26,245,1073.17,630.18,1.70,28.03
26,255,1079.45,633.20,1.57,22.61
26,265,1083.76,635.04,1.49,19.71
26,275,1087.18,633.88,1.51,20.57
26,285,1105.65,549.72,3.66,106.38
26,295,1111.02,588.96,2.74,69.71
26,305,1116.45,603.75,2.46,58.55
26,315,1113.47,623.11,2.02,40.91
26,325,1114.49,631.53,1.89,35.66
26,335,1115.30,638.21,1.81,32.47
26,345,1116.01,643.95,1.77,30.68
26,355,1116.84,649.21,1.75,30.12
27,1,1160.17,674.82,1.16,31.38
27,11,1178.05,683.50,1.25,50.02
27,41,1176.27,714.65,1.31,61.98
27,51,1146.51,695.93,1.14,27.56
27,61,1138.79,692.13,1.10,20.00
27,71,1134.29,689.90,1.08,16.06
27,81,1131.18,688.37,1.07,13.76
27,91,1128.79,687.21,1.06,12.39
27,101,1126.78,686.23,1.06,11.59
27,111,1124.96,685.35,1.06,11.21
27,121,1123.21,684.49,1.06,11.18
27,131,1121.41,683.62,1.06,11.49
27,141,1119.44,682.67,1.06,12.21
27,151,1117.13,681.55,1.07,13.46
27,161,1114.20,680.13,1.08,15.53
27,171,1110.07,678.12,1.10,19.02
27,181,1103.26,674.82,1.13,25.54
27,191,1088.68,667.74,1.20,40.73
27,201,1024.93,637.01,1.55,110.53
27,221,1078.80,632.86,1.33,65.27
27,231,1088.30,626.56,1.31,63.00
27,251,1121.98,656.09,1.10,19.93
27,261,1125.85,658.09,1.08,16.99
27,271,1128.79,659.53,1.08,15.29
27,281,1131.28,660.74,1.07,14.30
27,291,1133.52,661.83,1.07,13.82
27,301,1135.68,662.89,1.07,13.78
27,311,1137.90,663.97,1.07,14.16
27,321,1140.32,665.15,1.08,15.04
27,331,1143.15,666.53,1.08,16.58
27,341,1146.75,668.28,1.10,19.10
27,351,1151.82,670.76,1.12,23.38
27,2,1160.17,674.82,1.31,31.38
27,12,1178.05,683.50,1.50,50.02
27,42,1176.27,714.65,1.62,61.98
27,52,1146.51,695.93,1.28,27.56
27,62,1138.79,692.13,1.20,20.00
27,72,1134.29,689.90,1.16,16.06
27,82,1131.18,688.37,1.14,13.76
27,92,1128.79,687.21,1.12,12.39
27,102,1126.78,686.23,1.12,11.59
27,112,1124.96,685.35,1.11,11.21
27,122,1123.21,684.49,1.11,11.18
27,132,1121.41,683.62,1.11,11.50
27,142,1119.44,682.67,1.12,12.21
27,152,1117.13,681.55,1.13,13.47
27,162,1114.20,680.13,1.16,15.53
27,172,1110.07,678.12,1.19,19.02
27,182,1103.26,674.82,1.26,25.54
27,192,1088.68,667.74,1.41,40.73
27,202,1024.93,637.01,2.11,110.53
27,222,1078.87,632.93,1.65,65.17
27,232,1088.29,626.54,1.63,63.02
27,252,1121.98,656.09,1.20,19.93
27,262,1125.85,658.09,1.17,16.99
27,272,1128.79,659.53,1.15,15.29
27,282,1131.28,660.74,1.14,14.30
27,292,1133.52,661.83,1.14,13.82
27,302,1135.68,662.89,1.14,13.78
27,312,1137.90,663.97,1.14,14.16
27,322,1140.32,665.15,1.15,15.04
27,332,1143.15,666.53,1.17,16.58
27,342,1146.75,668.28,1.19,19.10
27,352,1151.82,670.76,1.23,23.38
27,3,1160.17,674.82,1.47,31.38
27,13,1178.05,683.50,1.75,50.02
27,43,1176.27,714.65,1.93,61.98
27,53,1146.51,695.93,1.41,27.57
27,63,1138.79,692.13,1.30,20.00
27,73,1134.29,689.90,1.24,16.06
27,83,1131.18,688.37,1.21,13.76
27,93,1128.79,687.21,1.19,12.39
27,103,1126.78,686.23,1.17,11.59
27,113,1124.96,685.35,1.17,11.21
27,123,1123.21,684.49,1.17,11.18
27,133,1121.41,683.62,1.17,11.50
27,143,1119.44,682.67,1.18,12.21
27,153,1117.13,681.55,1.20,13.47
27,163,1114.20,680.13,1.23,15.53
27,173,1110.07,678.12,1.29,19.02
27,183,1103.26,674.82,1.38,25.54
27,193,1088.68,667.74,1.61,40.73
27,203,1024.93,637.01,2.66,110.54
27,223,1078.95,632.99,1.98,65.07
27,233,1088.27,626.52,1.95,63.05
27,253,1121.98,656.09,1.30,19.93
27,263,1125.85,658.09,1.25,16.99
27,273,1128.79,659.53,1.23,15.29
27,283,1131.28,660.74,1.21,14.30
27,293,1133.52,661.83,1.21,13.82
27,303,1135.68,662.89,1.21,13.78
27,313,1137.90,663.97,1.21,14.16
27,323,1140.32,665.15,1.23,15.04
27,333,1143.15,666.53,1.25,16.58
27,343,1146.75,668.28,1.29,19.11
27,353,1151.82,670.76,1.35,23.38
27,4,1160.17,674.82,1.63,31.38
27,14,1178.05,683.50,2.00,50.03
27,44,1176.27,714.65,2.24,61.99
27,54,1146.51,695.93,1.55,27.57
27,64,1138.79,692.13,1.40,20.00
27,74,1134.29,689.90,1.32,16.06
27,84,1131.18,688.37,1.28,13.77
27,94,1128.79,687.21,1.25,12.39
27,104,1126.78,686.23,1.23,11.59
27,114,1124.96,685.35,1.22,11.21
27,124,1123.21,684.49,1.22,11.18
27,134,1121.41,683.62,1.23,11.50
27,144,1119.44,682.67,1.24,12.22
27,154,1117.13,681.55,1.27,13.47
27,164,1114.20,680.13,1.31,15.53
27,174,1110.07,678.12,1.38,19.02
27,184,1103.26,674.82,1.51,25.54
27,194,1088.68,667.74,1.81,40.74
27,204,1024.93,637.01,3.21,110.55
27,224,1079.03,633.06,2.30,64.98
27,234,1088.25,626.50,2.26,63.08
27,254,1121.98,656.09,1.40,19.93
27,264,1125.85,658.09,1.34,16.99
27,274,1128.79,659.53,1.31,15.29
27,284,1131.28,660.74,1.29,14.30
27,294,1133.52,661.83,1.28,13.82
27,304,1135.68,662.89,1.28,13.78
27,314,1137.90,663.97,1.28,14.17
27,324,1140.32,665.15,1.30,15.05
27,334,1143.15,666.53,1.33,16.58
27,344,1146.75,668.28,1.38,19.11
27,354,1151.82,670.76,1.47,23.38
27,5,1160.17,674.82,1.78,31.39
27,15,1178.05,683.50,2.25,50.03
27,45,1176.27,714.65,2.55,62.00
27,55,1146.51,695.93,1.69,27.57
27,65,1138.79,692.13,1.50,20.00
27,75,1134.29,689.90,1.40,16.06
27,85,1131.18,688.37,1.34,13.77
27,95,1128.79,687.21,1.31,12.39
27,105,1126.78,686.23,1.29,11.59
27,115,1124.96,685.35,1.28,11.21
27,125,1123.21,684.49,1.28,11.18
27,135,1121.41,683.62,1.29,11.50
27,145,1119.44,682.67,1.31,12.22
27,155,1117.13,681.55,1.34,13.47
27,165,1114.20,680.13,1.39,15.53
27,175,1110.07,678.12,1.48,19.02
27,185,1103.26,674.82,1.64,25.54
27,195,1088.68,667.74,2.02,40.74
27,205,1024.93,637.01,3.76,110.56
27,225,1079.11,633.12,2.62,64.88
27,235,1088.24,626.48,2.58,63.12
27,245,1084.58,598.23,3.21,88.46
27,255,1121.98,656.09,1.50,19.93
27,265,1125.85,658.09,1.42,16.99
27,275,1128.79,659.53,1.38,15.29
27,285,1131.28,660.74,1.36,14.30
27,295,1133.52,661.83,1.35,13.82
27,305,1135.68,662.89,1.34,13.78
27,315,1137.90,663.97,1.35,14.17
27,325,1140.32,665.15,1.38,15.05
27,335,1143.15,666.53,1.41,16.58
27,345,1146.75,668.28,1.48,19.11
27,355,1151.82,670.76,1.58,23.39
28,11,1343.71,725.75,1.88,175.98
28,21,1357.32,763.22,1.99,198.91
28,31,1330.72,787.74,1.93,185.11
28,41,1266.00,775.40,1.62,124.78
28,51,1255.69,796.83,1.66,132.68
28,61,1182.66,716.41,1.12,24.50
28,71,1177.33,714.23,1.10,20.26
28,81,1174.23,716.88,1.11,22.02
28,91,1170.41,729.54,1.17,34.35
28,101,1156.74,772.69,1.39,78.69
28,121,1152.11,726.87,1.18,36.58
28,131,1156.78,711.42,1.11,21.19
28,141,1156.73,706.67,1.09,17.86
28,151,1155.74,703.66,1.08,16.94
28,161,1154.18,701.10,1.09,17.27
28,171,1151.53,698.52,1.10,19.17
28,181,1145.01,695.19,1.13,25.40
28,191,1130.88,688.22,1.20,40.13
28,201,1069.73,658.55,1.54,107.14
28,221,1126.67,658.49,1.29,57.09
28,231,1148.58,669.18,1.17,33.96
28,241,1158.05,673.78,1.12,24.72
28,251,1163.60,676.48,1.10,19.91
28,261,1167.44,678.34,1.09,17.11
28,271,1170.41,679.79,1.08,15.40
28,281,1172.91,681.00,1.07,14.41
28,291,1175.17,682.10,1.07,13.93
28,301,1177.35,683.16,1.07,13.89
28,311,1179.59,684.25,1.07,14.28
28,321,1182.03,685.43,1.08,15.18
28,331,1184.89,686.82,1.08,16.73
28,341,1188.56,688.58,1.10,19.32
28,351,1193.82,691.06,1.12,23.78
28,12,1343.71,725.75,2.76,175.99
28,22,1357.32,763.22,2.99,198.92
28,32,1330.72,787.74,2.85,185.12
28,42,1266.00,775.40,2.25,124.79
28,52,1255.69,796.83,2.33,132.69
28,62,1182.66,716.41,1.24,24.50
28,72,1177.33,714.23,1.20,20.26
28,82,1174.23,716.88,1.22,22.02
28,92,1170.41,729.54,1.34,34.35
28,102,1156.74,772.69,1.79,78.70
28,122,1152.11,726.87,1.37,36.58
28,132,1156.78,711.42,1.21,21.19
28,142,1156.73,706.67,1.18,17.86
28,152,1155.74,703.66,1.17,16.94
28,162,1154.18,701.10,1.17,17.27
28,172,1151.53,698.52,1.19,19.17
28,182,1145.01,695.19,1.25,25.40
28,192,1130.88,688.22,1.40,40.13
28,202,1069.73,658.55,2.07,107.14
28,222,1126.67,658.49,1.57,57.10
28,232,1148.58,669.18,1.34,33.96
28,242,1158.05,673.78,1.25,24.72
28,252,1163.60,676.48,1.20,19.91
28,262,1167.44,678.34,1.17,17.11
28,272,1170.41,679.79,1.15,15.40
28,282,1172.91,681.00,1.14,14.41
28,292,1175.17,682.10,1.14,13.93
28,302,1177.35,683.16,1.14,13.89
28,312,1179.59,684.25,1.14,14.28
28,322,1182.03,685.43,1.15,15.18
28,332,1184.89,686.82,1.17,16.73
28,342,1188.56,688.58,1.19,19.33
28,352,1193.82,691.06,1.24,23.78
28,13,1343.71,725.75,3.64,176.00
28,23,1357.32,763.22,3.98,198.93
28,33,1330.72,787.74,3.78,185.13
28,43,1266.00,775.40,2.87,124.80
28,53,1255.69,796.83,2.99,132.70
28,63,1182.66,716.41,1.37,24.50
28,73,1177.33,714.23,1.30,20.26
28,83,1174.23,716.88,1.33,22.03
28,93,1170.41,729.54,1.52,34.36
28,103,1156.74,772.69,2.18,78.70
28,123,1152.11,726.87,1.55,36.59
28,133,1156.78,711.42,1.32,21.20
28,143,1156.73,706.67,1.27,17.86
28,153,1155.74,703.66,1.25,16.94
28,163,1154.18,701.10,1.26,17.27
28,173,1151.53,698.52,1.29,19.17
28,183,1145.01,695.19,1.38,25.40
28,193,1130.88,688.22,1.60,40.14
28,203,1069.73,658.55,2.61,107.15
28,223,1126.67,658.49,1.86,57.10
28,233,1148.58,669.18,1.51,33.96
28,243,1158.05,673.78,1.37,24.72
28,253,1163.60,676.48,1.30,19.91
28,263,1167.44,678.34,1.26,17.11
28,273,1170.41,679.79,1.23,15.40
28,283,1172.91,681.00,1.22,14.41
28,293,1175.17,682.10,1.21,13.93
28,303,1177.35,683.16,1.21,13.89
28,313,1179.59,684.25,1.21,14.29
28,323,1182.03,685.43,1.23,15.18
28,333,1184.89,686.82,1.25,16.73
28,343,1188.56,688.58,1.29,19.33
28,353,1193.82,691.06,1.36,23.78
28,14,1343.71,725.75,4.52,176.02
28,24,1357.32,763.22,4.98,198.95
28,34,1330.72,787.74,4.70,185.15
28,44,1266.00,775.40,3.50,124.81
28,54,1255.69,796.83,3.65,132.71
28,64,1182.66,716.41,1.49,24.50
28,74,1177.33,714.23,1.41,20.26
28,84,1174.23,716.88,1.44,22.03
28,94,1170.41,729.54,1.69,34.36
28,104,1156.74,772.69,2.57,78.71
28,124,1152.11,726.87,1.73,36.59
28,134,1156.78,711.42,1.42,21.20
28,144,1156.73,706.67,1.36,17.86
28,154,1155.74,703.66,1.34,16.94
28,164,1154.18,701.10,1.35,17.27
28,174,1151.53,698.52,1.38,19.17
28,184,1145.01,695.19,1.51,25.41
28,194,1130.88,688.22,1.80,40.14
28,204,1069.73,658.55,3.14,107.16
28,224,1126.67,658.49,2.14,57.11
28,234,1148.58,669.18,1.68,33.97
28,244,1158.05,673.78,1.49,24.72
28,254,1163.60,676.48,1.40,19.92
28,264,1167.44,678.34,1.34,17.11
28,274,1170.41,679.79,1.31,15.41
28,284,1172.91,681.00,1.29,14.41
28,294,1175.17,682.10,1.28,13.93
28,304,1177.35,683.16,1.28,13.89
28,314,1179.59,684.25,1.29,14.29
28,324,1182.03,685.43,1.30,15.18
28,334,1184.89,686.82,1.33,16.73
28,344,1188.56,688.58,1.39,19.33
28,354,1193.82,691.06,1.48,23.78
28,15,1343.71,725.75,5.40,176.04
28,25,1357.32,763.22,5.97,198.97
28,35,1330.72,787.74,5.63,185.17
28,45,1266.00,775.40,4.12,124.82
28,55,1255.69,796.83,4.32,132.72
28,65,1182.66,716.41,1.61,24.51
28,75,1177.33,714.23,1.51,20.26
28,85,1174.23,716.88,1.55,22.03
28,95,1170.41,729.54,1.86,34.36
28,105,1156.74,772.69,2.97,78.72
28,125,1152.11,726.87,1.91,36.59
28,135,1156.78,711.42,1.53,21.20
28,145,1156.73,706.67,1.45,17.86
28,155,1155.74,703.66,1.42,16.95
28,165,1154.18,701.10,1.43,17.27
28,175,1151.53,698.52,1.48,19.17
28,185,1145.01,695.19,1.64,25.41
28,195,1130.88,688.22,2.00,40.14
28,205,1069.73,658.55,3.68,107.17
28,225,1126.67,658.49,2.43,57.11
28,235,1148.58,669.18,1.85,33.97
28,245,1158.05,673.78,1.62,24.73
28,255,1163.60,676.48,1.50,19.92
28,265,1167.44,678.34,1.43,17.11
28,275,1170.41,679.79,1.39,15.41
28,285,1172.91,681.00,1.36,14.41
28,295,1175.17,682.10,1.35,13.93
28,305,1177.35,683.16,1.35,13.89
28,315,1179.59,684.25,1.36,14.29
28,325,1182.03,685.43,1.38,15.18
28,335,1184.89,686.82,1.42,16.73
28,345,1188.56,688.58,1.48,19.33
28,355,1193.82,691.06,1.59,23.78
29,1,1361.09,715.48,1.75,149.04
29,11,1340.94,738.21,1.65,130.88
29,21,1358.47,768.77,1.78,155.81
29,31,1336.10,787.10,1.72,143.24
29,41,1277.79,770.64,1.43,85.81
29,51,1264.61,778.11,1.41,81.76
29,61,1257.18,793.63,1.45,90.25
29,131,1182.56,750.64,1.23,45.90
29,141,1191.75,732.52,1.13,26.50
29,151,1191.60,727.29,1.12,23.62
29,161,1190.31,723.39,1.12,23.14
29,171,1187.97,719.73,1.12,24.45
29,181,1181.90,715.48,1.15,30.16
29,191,1156.48,705.68,1.28,56.43
29,201,1112.04,679.08,1.53,106.43
29,221,1168.30,678.76,1.29,57.12
29,231,1190.09,689.30,1.17,34.18
29,241,1198.90,692.69,1.13,26.32
29,251,1203.76,692.68,1.12,24.26
29,261,1207.76,691.10,1.12,24.76
29,271,1212.06,688.15,1.14,27.33
29,281,1240.93,551.74,1.83,166.27
29,311,1322.02,584.43,1.86,171.07
29,321,1310.38,632.97,1.64,128.36
29,331,1312.99,657.21,1.58,116.54
29,341,1356.83,662.79,1.77,154.06
29,351,1386.47,684.73,1.89,177.10
29,2,1361.09,715.48,2.49,149.04
29,12,1340.94,738.21,2.31,130.88
29,22,1358.47,768.77,2.56,155.82
29,32,1336.10,787.10,2.43,143.24
29,42,1277.79,770.64,1.86,85.82
29,52,1264.61,778.11,1.82,81.76
29,62,1257.18,793.63,1.90,90.25
29,132,1182.56,750.64,1.46,45.90
29,142,1191.75,732.52,1.27,26.51
29,152,1191.60,727.29,1.24,23.62
29,162,1190.31,723.39,1.23,23.14
